machine,sequence,BLOCKCHAIN_SUBMITTED,CONFIRMED,CREATED,MQTT_ACKNOWLEDGED,MQTT_SUBMITTED,RECEIVED,VALIDATED,MQTT_FAILED,SECURITY_REJECTED,BLOCKCHAIN_REJECTED,BLOCKCHAIN_FAILED,latency_creation_mqtt_ms,latency_mqtt_ms,latency_mqtt_ack_ms,latency_validation_ms,latency_edge_ms,latency_blockchain_ms,latency_total_ms,final_status
M01,60964,2026-09-10 17:15:57.052030+00:00,2026-09-10 17:15:57.083765+00:00,2026-09-10 17:15:55.719148+00:00,2026-09-10 17:15:55.719864+00:00,2026-09-10 17:15:55.719308+00:00,2026-09-10 17:15:57.023513+00:00,2026-09-10 17:15:57.023746+00:00,,,,,0.16,1304.2050000000002,0.5559999999999999,0.23299999999999998,28.284,31.735,1364.617,CONFIRMED
M01,60965,2026-09-10 17:15:57.101046+00:00,2026-09-10 17:15:57.129155+00:00,2026-09-10 17:15:55.746699+00:00,2026-09-10 17:15:55.748238+00:00,2026-09-10 17:15:55.746894+00:00,2026-09-10 17:15:57.084117+00:00,2026-09-10 17:15:57.084349+00:00,,,,,0.195,1337.223,1.3439999999999999,0.232,16.697,28.108999999999998,1382.456,CONFIRMED
M01,60966,2026-09-10 17:15:57.148063+00:00,2026-09-10 17:15:57.174759+00:00,2026-09-10 17:15:55.775360+00:00,2026-09-10 17:15:55.775983+00:00,2026-09-10 17:15:55.775508+00:00,2026-09-10 17:15:57.129724+00:00,2026-09-10 17:15:57.130119+00:00,,,,,0.148,1354.2160000000001,0.475,0.395,17.944000000000003,26.696,1399.3990000000001,CONFIRMED
M01,60967,2026-09-10 17:15:57.197215+00:00,2026-09-10 17:15:57.235167+00:00,2026-09-10 17:15:55.803164+00:00,2026-09-10 17:15:55.803957+00:00,2026-09-10 17:15:55.803361+00:00,2026-09-10 17:15:57.175201+00:00,2026-09-10 17:15:57.175497+00:00,,,,,0.19699999999999998,1371.84,0.596,0.296,21.718,37.952,1432.003,CONFIRMED
M01,60968,2026-09-10 17:15:57.257971+00:00,2026-09-10 17:15:57.287333+00:00,2026-09-10 17:15:55.830876+00:00,2026-09-10 17:15:55.835201+00:00,2026-09-10 17:15:55.831064+00:00,2026-09-10 17:15:57.236371+00:00,2026-09-10 17:15:57.236768+00:00,,,,,0.188,1405.307,4.1370000000000005,0.397,21.203,29.362,1456.4569999999999,CONFIRMED
M01,60969,2026-09-10 17:15:57.309616+00:00,2026-09-10 17:15:57.341175+00:00,2026-09-10 17:15:55.861809+00:00,2026-09-10 17:15:55.863159+00:00,2026-09-10 17:15:55.861909+00:00,2026-09-10 17:15:57.287967+00:00,2026-09-10 17:15:57.288429+00:00,,,,,0.1,1426.058,1.25,0.462,21.187,31.558999999999997,1479.366,CONFIRMED
M01,60970,2026-09-10 17:15:57.360998+00:00,2026-09-10 17:15:57.392261+00:00,2026-09-10 17:15:55.890421+00:00,2026-09-10 17:15:55.891537+00:00,2026-09-10 17:15:55.890583+00:00,2026-09-10 17:15:57.341660+00:00,2026-09-10 17:15:57.341984+00:00,,,,,0.162,1451.077,0.954,0.324,19.014,31.262999999999998,1501.8400000000001,CONFIRMED
M01,60971,2026-09-10 17:15:57.411939+00:00,2026-09-10 17:15:57.440635+00:00,2026-09-10 17:15:55.919504+00:00,2026-09-10 17:15:55.921057+00:00,2026-09-10 17:15:55.919706+00:00,2026-09-10 17:15:57.392639+00:00,2026-09-10 17:15:57.392915+00:00,,,,,0.202,1472.933,1.351,0.27599999999999997,19.024,28.695999999999998,1521.131,CONFIRMED
M01,60972,2026-09-10 17:15:57.460162+00:00,2026-09-10 17:15:57.490627+00:00,2026-09-10 17:15:55.949492+00:00,2026-09-10 17:15:55.950096+00:00,2026-09-10 17:15:55.949657+00:00,2026-09-10 17:15:57.440989+00:00,2026-09-10 17:15:57.441259+00:00,,,,,0.165,1491.3319999999999,0.439,0.27,18.903,30.465,1541.1350000000002,CONFIRMED
M01,60973,2026-09-10 17:15:57.508753+00:00,2026-09-10 17:15:57.537248+00:00,2026-09-10 17:15:55.978613+00:00,2026-09-10 17:15:55.979457+00:00,2026-09-10 17:15:55.978765+00:00,2026-09-10 17:15:57.491133+00:00,2026-09-10 17:15:57.491515+00:00,,,,,0.152,1512.368,0.6920000000000001,0.382,17.238,28.495,1558.635,CONFIRMED
M01,60974,2026-09-10 17:15:57.556807+00:00,2026-09-10 17:15:57.587336+00:00,2026-09-10 17:15:56.007884+00:00,2026-09-10 17:15:56.010913+00:00,2026-09-10 17:15:56.008075+00:00,2026-09-10 17:15:57.537697+00:00,2026-09-10 17:15:57.537980+00:00,,,,,0.191,1529.622,2.8379999999999996,0.283,18.827,30.529,1579.4519999999998,CONFIRMED
M01,60975,2026-09-10 17:15:57.606815+00:00,2026-09-10 17:15:57.640871+00:00,2026-09-10 17:15:56.037908+00:00,2026-09-10 17:15:56.038902+00:00,2026-09-10 17:15:56.038027+00:00,2026-09-10 17:15:57.588675+00:00,2026-09-10 17:15:57.588919+00:00,,,,,0.11900000000000001,1550.6480000000001,0.875,0.244,17.895999999999997,34.056000000000004,1602.963,CONFIRMED
M01,60976,2026-09-10 17:15:57.660942+00:00,2026-09-10 17:15:57.687881+00:00,2026-09-10 17:15:56.085034+00:00,2026-09-10 17:15:56.085960+00:00,2026-09-10 17:15:56.085219+00:00,2026-09-10 17:15:57.641270+00:00,2026-09-10 17:15:57.641525+00:00,,,,,0.185,1556.0510000000002,0.741,0.255,19.417,26.939,1602.8470000000002,CONFIRMED
M01,60977,2026-09-10 17:15:57.714898+00:00,2026-09-10 17:15:57.763547+00:00,2026-09-10 17:15:56.186361+00:00,2026-09-10 17:15:56.187178+00:00,2026-09-10 17:15:56.186561+00:00,2026-09-10 17:15:57.688318+00:00,2026-09-10 17:15:57.688592+00:00,,,,,0.2,1501.757,0.617,0.27399999999999997,26.306,48.649,1577.186,CONFIRMED
